Startup_ID,Startup_Name,Industry,Funding_Stage,Funding_Amount_USD,Funding_Date,Country,Investor_Type,Employee_Size,Valuation_USD
9010,Startup_9010,EdTech,Seed,10722743,2018-07-06,UK,Accelerator,51-200,8599673
9011,Startup_9011,FinTech,Pre-Seed,38942263,2019-07-28,Australia,Corporate,201-500,816373
9012,Startup_9012,E-commerce,Seed,28125822,2019-10-10,UK,VC,500+,198934228
9013,Startup_9013,SaaS,Series C,8321914,2017-07-25,Australia,Private Equity,11-50,23590108
9014,Startup_9014,SaaS,IPO,34508003,2018-06-03,Singapore,VC,500+,383280702
9015,Startup_9015,E-commerce,Series B,16386800,2023-12-26,Australia,Angel,500+,289767060
9016,Startup_9016,EdTech,Series C,13090271,2020-08-11,Singapore,Private Equity,51-200,238481168
9017,Startup_9017,SaaS,Seed,32750157,2021-09-07,Canada,Accelerator,500+,133184975
9018,Startup_9018,HealthTech,Series C,36895133,2023-02-07,India,Corporate,201-500,90365195
9019,Startup_9019,CleanTech,Seed,43457429,2024-08-02,UK,Corporate,51-200,104049789
9020,Startup_9020,EdTech,Series B,6505956,2023-11-14,Canada,Accelerator,500+,368542702
9021,Startup_9021,AgriTech,Series B,9996403,2017-05-25,UK,Angel,51-200,303761870
9022,Startup_9022,E-commerce,Pre-Seed,22044709,2019-10-05,Australia,VC,201-500,145794112
9023,Startup_9023,EdTech,Series B,11226807,2016-02-23,Singapore,Private Equity,11-50,340507362
9024,Startup_9024,FinTech,Series A,14497413,2016-05-09,India,Accelerator,1-10,344741505
9025,Startup_9025,CleanTech,Series C,13806562,2025-05-19,Australia,Angel,51-200,325828575
9026,Startup_9026,EdTech,Series C,40471400,2017-04-20,India,Angel,1-10,134906137
9027,Startup_9027,HealthTech,Seed,47224978,2025-09-19,USA,Private Equity,11-50,482310192
9028,Startup_9028,CleanTech,Series B,46172979,2020-04-02,Canada,Accelerator,201-500,330009547
9029,Startup_9029,FinTech,Pre-Seed,33898428,2025-05-18,Singapore,VC,11-50,388425380
9030,Startup_9030,AI,Pre-Seed,6090244,2023-08-05,Singapore,VC,1-10,252855805
9031,Startup_9031,E-commerce,Pre-Seed,48544842,2017-04-30,Singapore,Accelerator,201-500,305460317
9032,Startup_9032,CleanTech,IPO,26090801,2016-05-31,Australia,Corporate,500+,171617162
9033,Startup_9033,E-commerce,Series A,22003226,2021-03-02,Germany,VC,500+,347115154
9034,Startup_9034,EdTech,Series B,29181567,2022-12-23,UK,Corporate,51-200,268558430
9035,Startup_9035,SaaS,Pre-Seed,26514937,2025-12-21,India,Accelerator,500+,126393838
9036,Startup_9036,FinTech,Series A,11762686,2016-12-30,UK,Angel,1-10,111017629
9037,Startup_9037,AI,Series C,16789674,2020-11-18,UK,Accelerator,500+,69697222
9038,Startup_9038,FinTech,Seed,25507833,2017-10-15,Germany,Angel,51-200,143148903
9039,Startup_9039,E-commerce,Series B,26407761,2023-08-05,India,Accelerator,201-500,446336329
9040,Startup_9040,FinTech,Series B,1585621,2016-07-27,USA,Corporate,500+,417723909
9041,Startup_9041,AI,IPO,32641405,2020-07-08,Singapore,Corporate,51-200,53302779
9042,Startup_9042,SaaS,Series C,29838865,2025-04-16,Canada,Accelerator,500+,217665204
9043,Startup_9043,EdTech,Series B,18799801,2016-04-25,UK,Angel,500+,260085070
9044,Startup_9044,HealthTech,IPO,23687287,2016-08-08,Germany,Accelerator,1-10,19886825
9045,Startup_9045,FinTech,IPO,4357513,2016-11-30,Germany,Angel,51-200,273600955
9046,Startup_9046,CleanTech,IPO,22266687,2023-10-22,Canada,Corporate,51-200,459368720
9047,Startup_9047,HealthTech,Series B,16679961,2016-03-25,Canada,Private Equity,11-50,433587131
9048,Startup_9048,E-commerce,Series B,22054716,2021-04-02,Australia,VC,11-50,392597237
9049,Startup_9049,EdTech,Series B,13666416,2022-12-04,India,Corporate,51-200,201931525
9050,Startup_9050,AgriTech,Series A,7016333,2017-02-20,UK,Accelerator,1-10,112300210
9051,Startup_9051,EdTech,IPO,18299483,2025-02-13,UK,Accelerator,500+,216882910
9052,Startup_9052,FinTech,Series A,7885773,2016-08-27,Canada,Angel,201-500,131087635
9053,Startup_9053,CleanTech,Seed,26804015,2017-04-13,Singapore,VC,500+,358115667
9054,Startup_9054,SaaS,Series B,4823936,2024-12-25,Australia,Corporate,201-500,455168197
9055,Startup_9055,EdTech,Series C,8180135,2025-03-05,USA,VC,1-10,386927053
9056,Startup_9056,FinTech,Pre-Seed,22271645,2023-06-11,UK,VC,11-50,341418039
9057,Startup_9057,FinTech,Seed,15346260,2025-06-26,Germany,Corporate,51-200,19926267
9058,Startup_9058,HealthTech,Pre-Seed,8647682,2025-03-18,Singapore,Angel,1-10,45646668
9059,Startup_9059,EdTech,Pre-Seed,13109950,2025-06-22,Canada,Angel,201-500,259753324
9060,Startup_9060,FinTech,Series B,12267776,2018-06-15,UK,Angel,51-200,456284328
9061,Startup_9061,HealthTech,Series C,10087819,2019-02-12,India,Private Equity,201-500,51975336
9062,Startup_9062,CleanTech,Pre-Seed,46206077,2021-12-20,Canada,VC,500+,322343092
9063,Startup_9063,AI,IPO,21468947,2016-05-17,Germany,Private Equity,500+,313032375
9064,Startup_9064,CleanTech,Pre-Seed,12542536,2020-03-28,India,Angel,500+,135683838
9065,Startup_9065,AgriTech,Seed,47808301,2019-01-31,Australia,Corporate,51-200,309822815
9066,Startup_9066,HealthTech,Series C,7911416,2017-10-23,Canada,VC,11-50,429889020
9067,Startup_9067,HealthTech,Series C,20864800,2023-05-28,Canada,Corporate,11-50,334800839
9068,Startup_9068,FinTech,Pre-Seed,2331740,2020-07-22,UK,Accelerator,201-500,432542547
9069,Startup_9069,E-commerce,Series C,24787131,2024-01-14,India,VC,11-50,108021283
9070,Startup_9070,E-commerce,Seed,21059007,2020-06-07,Australia,Corporate,11-50,445218
9071,Startup_9071,SaaS,Seed,20356019,2018-12-09,Canada,Angel,201-500,278066732
9072,Startup_9072,E-commerce,Seed,37839585,2016-12-18,Singapore,Private Equity,201-500,153766068
9073,Startup_9073,HealthTech,IPO,36109350,2025-02-03,Germany,Corporate,201-500,277682855
9074,Startup_9074,SaaS,Series B,22840114,2022-05-11,India,Accelerator,51-200,301519720
9075,Startup_9075,CleanTech,Pre-Seed,47889328,2018-08-05,Singapore,Angel,201-500,22761997
9076,Startup_9076,FinTech,Series C,6432386,2022-07-09,UK,Accelerator,51-200,353095712
9077,Startup_9077,CleanTech,Seed,20444320,2016-07-31,USA,Private Equity,51-200,416540139
9078,Startup_9078,EdTech,Pre-Seed,26671323,2024-09-02,Australia,Accelerator,51-200,33046723
9079,Startup_9079,AgriTech,Pre-Seed,5125759,2025-08-07,Canada,Corporate,201-500,173251637
9080,Startup_9080,AgriTech,Series B,38289222,2023-04-10,USA,Corporate,11-50,180646723
9081,Startup_9081,HealthTech,IPO,13637579,2024-01-20,Canada,Angel,11-50,142115020
9082,Startup_9082,HealthTech,Series C,42800503,2025-02-24,Singapore,Private Equity,201-500,152469807
9083,Startup_9083,SaaS,IPO,12475753,2021-04-11,UK,Private Equity,11-50,165206186
9084,Startup_9084,FinTech,Series C,29129391,2024-04-10,UK,VC,201-500,64023010
9085,Startup_9085,AI,Seed,38169306,2022-07-14,UK,VC,51-200,445606913
9086,Startup_9086,HealthTech,Seed,1639583,2019-06-14,UK,Corporate,500+,295474232
9087,Startup_9087,AI,Pre-Seed,29157702,2017-03-01,India,Accelerator,1-10,403560606
9088,Startup_9088,CleanTech,Series C,37798792,2018-12-24,India,Accelerator,201-500,135463417
9089,Startup_9089,AI,Series C,31750629,2021-03-30,Canada,Angel,51-200,457451379
9090,Startup_9090,E-commerce,IPO,720712,2020-01-24,India,Private Equity,500+,242379326
9091,Startup_9091,FinTech,Seed,29921982,2022-06-18,Canada,Corporate,51-200,153997584
9092,Startup_9092,AgriTech,Series A,12492511,2025-05-09,Australia,Accelerator,1-10,205952608
9093,Startup_9093,AgriTech,Pre-Seed,6148385,2020-02-02,India,VC,11-50,39749113
9094,Startup_9094,AI,Series C,1842284,2022-01-05,India,Corporate,11-50,88631288
9095,Startup_9095,AgriTech,Series B,41207329,2024-05-12,India,Angel,51-200,437465770
9096,Startup_9096,CleanTech,Series B,45118269,2018-10-05,Australia,Corporate,1-10,307705839
9097,Startup_9097,FinTech,Series A,25917740,2023-01-05,Germany,Accelerator,51-200,290512393
9098,Startup_9098,E-commerce,Seed,32995847,2022-01-28,Australia,Angel,11-50,113008147
9099,Startup_9099,FinTech,Seed,11300503,2025-03-05,UK,VC,51-200,249294149
9100,Startup_9100,HealthTech,Seed,15858522,2019-10-31,Australia,VC,500+,423863201
9101,Startup_9101,AI,IPO,12017435,2021-12-29,Germany,Accelerator,1-10,295698133
9102,Startup_9102,FinTech,Series B,3075567,2016-05-23,India,Angel,11-50,492353788
9103,Startup_9103,CleanTech,Seed,43762771,2022-08-10,India,VC,51-200,94754214
9104,Startup_9104,AgriTech,Series B,5444824,2018-02-03,Germany,Angel,1-10,108058192
9105,Startup_9105,EdTech,Series A,13754560,2018-11-24,Singapore,Corporate,51-200,426362823
9106,Startup_9106,FinTech,Pre-Seed,17475423,2018-03-26,Canada,Private Equity,11-50,319169740
9107,Startup_9107,AI,IPO,38552382,2018-10-29,UK,Private Equity,1-10,480429653
9108,Startup_9108,E-commerce,Series C,33449539,2016-08-15,Australia,Private Equity,11-50,203383672
9109,Startup_9109,AgriTech,Series A,17829797,2021-08-31,Canada,VC,500+,422236
9110,Startup_9110,E-commerce,Series B,43564889,2023-01-03,Singapore,Accelerator,500+,469473315
9111,Startup_9111,AI,Series A,4130092,2019-09-29,UK,Private Equity,201-500,456179137
9112,Startup_9112,AgriTech,Series C,10959719,2020-07-05,USA,Accelerator,1-10,189074552
9113,Startup_9113,HealthTech,IPO,35933319,2017-02-22,UK,Private Equity,500+,437990055
9114,Startup_9114,AgriTech,Pre-Seed,20045885,2020-01-02,Australia,Corporate,201-500,273206463
9115,Startup_9115,HealthTech,Series C,11549981,2021-06-16,Canada,Private Equity,1-10,130407985
9116,Startup_9116,E-commerce,IPO,2164797,2017-07-07,UK,Accelerator,11-50,259457863
9117,Startup_9117,E-commerce,Series B,3660803,2017-08-21,USA,VC,51-200,340909034
9118,Startup_9118,AI,Series C,18209409,2024-09-09,USA,Corporate,51-200,473342854
9119,Startup_9119,HealthTech,Series A,21858686,2023-06-13,India,Accelerator,11-50,6920022
9120,Startup_9120,E-commerce,Seed,43727407,2025-02-11,Australia,Angel,500+,166870979
9121,Startup_9121,HealthTech,Series A,45004329,2017-11-01,USA,Private Equity,51-200,107723945
9122,Startup_9122,E-commerce,Series B,47821122,2023-01-15,Germany,Corporate,11-50,497260261
9123,Startup_9123,AgriTech,Pre-Seed,49161788,2023-11-02,Canada,VC,201-500,329148300
9124,Startup_9124,FinTech,Series C,46396955,2020-12-28,Germany,Angel,201-500,449497199
9125,Startup_9125,CleanTech,Pre-Seed,47148194,2019-04-14,Singapore,Private Equity,11-50,262363925
9126,Startup_9126,EdTech,Series B,28583266,2024-03-06,Germany,Corporate,1-10,325387640
9127,Startup_9127,CleanTech,Series C,15110959,2021-06-17,Canada,Accelerator,500+,270153566
9128,Startup_9128,AgriTech,IPO,7004044,2016-06-19,Singapore,Private Equity,500+,328993345
9129,Startup_9129,SaaS,IPO,6153529,2017-05-12,Germany,Corporate,11-50,107488409
9130,Startup_9130,CleanTech,Series A,156500,2021-03-29,Germany,Private Equity,51-200,202253463
9131,Startup_9131,FinTech,Series A,12444571,2025-06-19,Australia,Corporate,500+,118662542
9132,Startup_9132,SaaS,Series B,21322582,2022-01-26,Singapore,Accelerator,500+,349345255
9133,Startup_9133,E-commerce,IPO,18804216,2016-12-01,Germany,Private Equity,201-500,205054000
9134,Startup_9134,EdTech,Series C,33849809,2020-12-24,USA,Corporate,201-500,296107546
9135,Startup_9135,EdTech,IPO,39399385,2016-10-11,Canada,Angel,201-500,221616092
9136,Startup_9136,E-commerce,Series A,33586811,2025-04-23,Canada,VC,500+,55615357
9137,Startup_9137,E-commerce,Series B,35595690,2023-12-24,Canada,Corporate,500+,135383345
9138,Startup_9138,HealthTech,IPO,1984498,2017-03-27,Germany,Corporate,500+,303401820
9139,Startup_9139,E-commerce,Series B,21617805,2022-11-10,USA,Corporate,51-200,149747085
9140,Startup_9140,AI,IPO,13371673,2022-03-17,Canada,Private Equity,51-200,496672707
9141,Startup_9141,CleanTech,Pre-Seed,14991436,2019-04-24,UK,VC,51-200,178321012
9142,Startup_9142,E-commerce,IPO,23109987,2016-03-11,Canada,Private Equity,1-10,466174548
9143,Startup_9143,AI,Series A,29162036,2024-04-12,India,Corporate,500+,108752766
9144,Startup_9144,E-commerce,Series C,885815,2016-05-30,UK,Corporate,500+,133990805
9145,Startup_9145,HealthTech,Series A,42910871,2025-03-30,Canada,VC,11-50,15475094
9146,Startup_9146,AI,Series A,45733831,2022-03-03,Germany,Angel,11-50,201169984
9147,Startup_9147,CleanTech,Series A,36472581,2025-08-23,Canada,Private Equity,1-10,313480246
9148,Startup_9148,FinTech,Series B,41694031,2017-09-25,USA,Angel,11-50,57392735
9149,Startup_9149,AI,Seed,7667130,2018-03-02,USA,Corporate,51-200,851653
9150,Startup_9150,AgriTech,Seed,29641801,2016-05-09,Canada,Corporate,1-10,398367844
9151,Startup_9151,HealthTech,Pre-Seed,9746591,2025-02-24,Australia,Accelerator,1-10,167963502
9152,Startup_9152,SaaS,Series A,23365739,2024-01-16,Germany,Accelerator,1-10,336523837
9153,Startup_9153,CleanTech,Seed,23569429,2024-12-24,Germany,Angel,201-500,447246383
9154,Startup_9154,AI,Pre-Seed,38237423,2020-10-25,Germany,Accelerator,11-50,492592725
9155,Startup_9155,AgriTech,Series B,46386731,2020-10-21,Canada,VC,500+,156300122
9156,Startup_9156,AgriTech,Series A,42367194,2025-01-29,Canada,Angel,201-500,261774343
9157,Startup_9157,CleanTech,Series C,49962982,2018-03-09,India,Accelerator,51-200,236121724
9158,Startup_9158,CleanTech,Series B,14172781,2017-05-22,USA,Accelerator,201-500,302658811
9159,Startup_9159,AgriTech,Pre-Seed,40898648,2021-05-25,Australia,VC,51-200,463706789
9160,Startup_9160,E-commerce,Series B,45021227,2025-07-24,UK,VC,500+,53625636
9161,Startup_9161,AgriTech,Series C,30136359,2019-01-23,UK,Angel,500+,60955269
9162,Startup_9162,E-commerce,Series B,29157514,2020-06-13,USA,Private Equity,11-50,487251064
9163,Startup_9163,SaaS,Pre-Seed,29338091,2018-10-12,Singapore,VC,201-500,226738336
9164,Startup_9164,HealthTech,Series C,16327719,2024-06-07,India,Accelerator,500+,18284973
9165,Startup_9165,EdTech,Series C,2924726,2025-09-16,USA,Angel,51-200,124749554
9166,Startup_9166,E-commerce,Series B,18532801,2022-12-30,India,Private Equity,500+,62170558
9167,Startup_9167,AgriTech,Series C,33486832,2023-07-21,Singapore,Angel,11-50,160290130
9168,Startup_9168,AgriTech,Series B,43503230,2020-01-12,India,Accelerator,51-200,350702616
9169,Startup_9169,FinTech,Series A,33695153,2020-11-28,Germany,Private Equity,1-10,197328878
9170,Startup_9170,AgriTech,Series C,8465742,2025-06-11,USA,Private Equity,11-50,191088946
9171,Startup_9171,HealthTech,Series B,47957733,2023-03-29,UK,VC,11-50,31046591
9172,Startup_9172,AI,Series A,10417132,2019-01-20,Canada,Corporate,1-10,165458392
9173,Startup_9173,AI,Series C,35918713,2017-03-18,Singapore,Accelerator,500+,254565054
9174,Startup_9174,AgriTech,Series A,4497411,2023-12-06,Singapore,Corporate,11-50,96395908
9175,Startup_9175,FinTech,IPO,14072958,2024-06-22,Canada,Accelerator,1-10,411975481
9176,Startup_9176,E-commerce,Series C,43604121,2018-08-31,USA,Angel,1-10,441630927
9177,Startup_9177,HealthTech,IPO,42408322,2016-12-14,Australia,Corporate,11-50,273546778
9178,Startup_9178,FinTech,Pre-Seed,43564869,2016-09-17,Canada,Private Equity,201-500,264352568
9179,Startup_9179,E-commerce,Pre-Seed,23774027,2020-04-27,India,VC,11-50,483719758
9180,Startup_9180,HealthTech,Series B,24890955,2016-07-17,Canada,Accelerator,201-500,458664277
9181,Startup_9181,AgriTech,Seed,30577607,2018-11-24,India,VC,500+,148597528
9182,Startup_9182,AI,IPO,23062426,2023-08-17,India,Accelerator,1-10,391762776
9183,Startup_9183,HealthTech,IPO,43236165,2019-04-30,UK,Private Equity,51-200,361051239
9184,Startup_9184,AgriTech,Pre-Seed,25382385,2024-05-03,Canada,Private Equity,11-50,403893724
9185,Startup_9185,SaaS,IPO,37563876,2018-01-01,Australia,Private Equity,51-200,245233699
9186,Startup_9186,EdTech,Seed,39920586,2023-12-26,UK,Private Equity,500+,101924414
9187,Startup_9187,HealthTech,Series A,30371292,2020-01-02,Australia,Private Equity,11-50,305115415
9188,Startup_9188,EdTech,Series A,18157573,2021-05-15,Canada,VC,51-200,29067775
9189,Startup_9189,HealthTech,Seed,14909160,2020-12-09,Australia,Angel,500+,245582721
9190,Startup_9190,EdTech,IPO,27111237,2023-08-22,India,Corporate,201-500,457719055
9191,Startup_9191,SaaS,IPO,12432073,2024-08-12,Australia,VC,500+,262810466
9192,Startup_9192,AI,IPO,1918564,2017-01-23,Canada,Corporate,11-50,347101640
9193,Startup_9193,CleanTech,Series B,47318096,2019-05-14,Singapore,Angel,11-50,338750137
9194,Startup_9194,E-commerce,Series C,42193673,2016-05-21,Singapore,Accelerator,11-50,218791523
9195,Startup_9195,EdTech,Seed,41851540,2022-06-28,UK,Angel,500+,217555809
9196,Startup_9196,SaaS,Seed,12636566,2021-03-09,Germany,Angel,11-50,86262450
9197,Startup_9197,EdTech,Seed,1925436,2018-07-27,Singapore,Accelerator,500+,106166456
9198,Startup_9198,AI,Seed,32002051,2018-07-16,Australia,Corporate,1-10,51478734
9199,Startup_9199,EdTech,Seed,18831332,2018-03-04,UK,Private Equity,1-10,71711906
9200,Startup_9200,SaaS,IPO,42874851,2024-10-01,Australia,Accelerator,1-10,149531766
9201,Startup_9201,AgriTech,Series B,33669787,2019-12-05,Germany,Accelerator,51-200,274349966
9202,Startup_9202,SaaS,Pre-Seed,25933303,2016-09-06,USA,Angel,1-10,47517632
9203,Startup_9203,CleanTech,IPO,46669656,2016-11-05,UK,Accelerator,1-10,350406671
9204,Startup_9204,CleanTech,IPO,17922049,2023-08-05,Singapore,VC,500+,37537851
9205,Startup_9205,CleanTech,Series C,5398746,2025-04-12,Singapore,Private Equity,500+,263344821
9206,Startup_9206,FinTech,Pre-Seed,15663555,2023-08-11,Canada,Angel,11-50,413214210
9207,Startup_9207,AI,Seed,47490479,2019-09-18,Germany,Corporate,11-50,447596545
9208,Startup_9208,AgriTech,Pre-Seed,30348442,2022-12-09,Singapore,Corporate,11-50,73166013
9209,Startup_9209,FinTech,Series B,22876839,2016-01-26,Canada,Corporate,500+,141384910
9210,Startup_9210,AI,Series A,34765703,2016-11-24,Germany,Corporate,500+,103743555
9211,Startup_9211,AgriTech,IPO,37591070,2022-05-30,UK,Corporate,1-10,348965850
9212,Startup_9212,EdTech,Pre-Seed,14896056,2024-07-16,UK,Angel,201-500,302012845
9213,Startup_9213,AgriTech,Series C,35186034,2024-09-03,Canada,VC,500+,381339624
9214,Startup_9214,SaaS,Series B,39695976,2018-07-31,UK,VC,201-500,435039349
9215,Startup_9215,FinTech,Series A,10906304,2022-01-31,Canada,Corporate,500+,172500603
9216,Startup_9216,EdTech,Series B,35760610,2020-10-22,India,VC,500+,285991432
9217,Startup_9217,SaaS,Seed,3246702,2025-04-18,Australia,Private Equity,51-200,496087469
9218,Startup_9218,AI,Series A,44357958,2023-04-30,Germany,VC,201-500,498044014
9219,Startup_9219,AgriTech,Series C,30904193,2017-12-06,Canada,Accelerator,51-200,70231127
9220,Startup_9220,SaaS,Series A,8798118,2023-10-04,Germany,Corporate,1-10,352650884
9221,Startup_9221,EdTech,Series C,21060734,2016-12-02,India,Accelerator,51-200,354407735
9222,Startup_9222,FinTech,Seed,21638992,2017-04-04,Germany,Accelerator,51-200,413911425
9223,Startup_9223,FinTech,Series C,42766540,2016-08-04,Canada,Corporate,1-10,240688023
9224,Startup_9224,CleanTech,Series B,38159113,2020-02-13,Australia,Angel,201-500,46873418
9225,Startup_9225,AgriTech,Pre-Seed,21210585,2021-05-08,Australia,VC,11-50,330965388
9226,Startup_9226,SaaS,Series B,31139287,2023-06-29,UK,Private Equity,500+,467540363
9227,Startup_9227,CleanTech,IPO,6625465,2021-07-14,Australia,Angel,201-500,166522274
9228,Startup_9228,EdTech,Series B,24372428,2025-10-24,Australia,Private Equity,1-10,102951862
9229,Startup_9229,CleanTech,Series A,41443817,2018-01-26,Germany,Corporate,51-200,376971059
9230,Startup_9230,HealthTech,Seed,21064546,2025-05-29,Germany,VC,11-50,124883212
9231,Startup_9231,AI,IPO,48966722,2024-11-07,Singapore,Angel,51-200,114792238
9232,Startup_9232,CleanTech,IPO,24572880,2022-09-25,Singapore,Corporate,500+,336222831
9233,Startup_9233,AI,IPO,13707263,2019-09-18,India,Angel,1-10,417044198
9234,Startup_9234,EdTech,Pre-Seed,996584,2020-03-18,USA,Accelerator,11-50,122732096
9235,Startup_9235,HealthTech,Series C,4970087,2022-05-16,Australia,VC,201-500,479068118
9236,Startup_9236,FinTech,Series A,29730723,2024-09-28,UK,VC,201-500,29985053
9237,Startup_9237,AgriTech,Seed,48730311,2018-08-04,Australia,Corporate,1-10,409047281
9238,Startup_9238,E-commerce,Pre-Seed,11404333,2021-10-23,Canada,Corporate,1-10,368797384
9239,Startup_9239,E-commerce,Series B,17367188,2022-12-08,India,Corporate,51-200,245577265
9240,Startup_9240,AgriTech,Seed,46735634,2019-10-06,Canada,VC,11-50,105689634
9241,Startup_9241,EdTech,IPO,16394479,2018-01-08,Canada,Accelerator,500+,275622306
9242,Startup_9242,HealthTech,Seed,25608672,2025-12-08,Germany,VC,1-10,182910979
9243,Startup_9243,HealthTech,Seed,42452409,2017-03-24,India,Corporate,11-50,238025519
9244,Startup_9244,AI,Series B,37189780,2016-01-03,India,Private Equity,1-10,455038902
9245,Startup_9245,FinTech,Series C,18369882,2023-11-25,Singapore,Accelerator,1-10,451257462
9246,Startup_9246,SaaS,Series A,30805523,2016-09-18,UK,VC,201-500,390349102
9247,Startup_9247,CleanTech,IPO,15584822,2017-02-11,USA,Private Equity,11-50,353915496
9248,Startup_9248,HealthTech,Series C,42136246,2019-01-12,Canada,Accelerator,201-500,133371166
9249,Startup_9249,AgriTech,Pre-Seed,3317568,2021-07-28,Australia,VC,201-500,185943769
9250,Startup_9250,SaaS,IPO,37409574,2025-08-30,UK,Corporate,11-50,167343943
9251,Startup_9251,E-commerce,Series A,49061600,2020-11-19,Australia,VC,201-500,395767061
9252,Startup_9252,SaaS,Pre-Seed,28882780,2021-09-30,Singapore,Accelerator,51-200,253154117
9253,Startup_9253,FinTech,Series B,26935850,2022-07-11,UK,Corporate,500+,443539476
9254,Startup_9254,AgriTech,Series C,41951312,2021-12-14,Canada,Angel,500+,214124273
9255,Startup_9255,FinTech,IPO,47137075,2016-11-29,Germany,Private Equity,51-200,230399493
9256,Startup_9256,SaaS,Seed,32038076,2019-02-06,Germany,Corporate,1-10,351368997
9257,Startup_9257,CleanTech,Series A,984112,2021-08-02,Canada,Corporate,201-500,16359435
9258,Startup_9258,EdTech,IPO,3284787,2024-09-03,Singapore,Accelerator,500+,12688077
9259,Startup_9259,HealthTech,Seed,22277137,2021-05-14,Singapore,Accelerator,11-50,226191269
9260,Startup_9260,AgriTech,IPO,41041939,2020-02-19,India,Private Equity,1-10,187842676
9261,Startup_9261,EdTech,Pre-Seed,38453471,2022-08-04,USA,Accelerator,500+,239703322
9262,Startup_9262,SaaS,Seed,32424531,2025-10-19,Australia,Corporate,201-500,2098045
9263,Startup_9263,HealthTech,Seed,42627976,2021-03-29,Germany,Private Equity,500+,91447035
9264,Startup_9264,AI,IPO,2171672,2025-07-01,USA,Private Equity,201-500,100859443
9265,Startup_9265,EdTech,Series B,22540736,2016-02-27,UK,VC,1-10,389191346
9266,Startup_9266,EdTech,Series B,33373220,2024-11-06,Australia,Corporate,51-200,350588845
9267,Startup_9267,SaaS,Series C,46207078,2021-04-20,Australia,Corporate,201-500,121051360
9268,Startup_9268,E-commerce,Pre-Seed,10342979,2016-08-15,Australia,Accelerator,201-500,404288890
9269,Startup_9269,SaaS,Series B,2984139,2023-06-17,UK,Corporate,1-10,240303763
9270,Startup_9270,EdTech,IPO,25465796,2018-09-22,Canada,Accelerator,1-10,312619519
9271,Startup_9271,HealthTech,Series B,23806226,2019-02-04,Canada,Corporate,11-50,155773244
9272,Startup_9272,CleanTech,Series C,34880934,2016-12-12,Canada,VC,1-10,34783294
9273,Startup_9273,E-commerce,Series A,48712396,2020-12-12,Australia,Corporate,500+,131939640
9274,Startup_9274,SaaS,Series C,24522942,2021-11-02,Singapore,VC,201-500,290999190
9275,Startup_9275,CleanTech,Seed,39109206,2025-12-09,Germany,Corporate,51-200,337079654
9276,Startup_9276,AgriTech,Seed,11886320,2022-05-20,USA,Corporate,1-10,111121798
9277,Startup_9277,SaaS,Series B,31828751,2022-01-09,UK,Angel,201-500,32799693
9278,Startup_9278,EdTech,Series B,33718259,2016-07-02,USA,Corporate,51-200,208918099
9279,Startup_9279,CleanTech,Series C,45598121,2022-02-17,Germany,VC,11-50,332873391
9280,Startup_9280,EdTech,Series C,896811,2023-03-24,Australia,Private Equity,500+,195696907
9281,Startup_9281,AI,IPO,34284110,2021-08-31,USA,VC,11-50,5709974
9282,Startup_9282,CleanTech,Pre-Seed,5898155,2025-01-31,Australia,Corporate,1-10,447693866
9283,Startup_9283,CleanTech,IPO,32488740,2024-08-21,USA,Accelerator,500+,402978225
9284,Startup_9284,SaaS,Seed,35026713,2023-03-23,Singapore,Angel,11-50,139308555
9285,Startup_9285,EdTech,IPO,2938858,2023-05-30,Canada,Accelerator,201-500,106848599
9286,Startup_9286,AgriTech,Series C,19860098,2024-09-19,Singapore,Angel,1-10,320862857
9287,Startup_9287,FinTech,IPO,2584002,2017-07-30,Singapore,Angel,11-50,245157719
9288,Startup_9288,E-commerce,Series A,35535902,2023-09-18,Australia,Accelerator,500+,450144344
9289,Startup_9289,FinTech,Pre-Seed,8372037,2021-01-04,USA,Corporate,500+,371837156
9290,Startup_9290,E-commerce,Series C,31581490,2025-09-12,USA,VC,51-200,102912921
9291,Startup_9291,AgriTech,Series B,33723156,2024-09-23,Singapore,Accelerator,500+,194512919
9292,Startup_9292,CleanTech,IPO,47651046,2025-12-07,USA,Private Equity,500+,476372577
9293,Startup_9293,CleanTech,Series C,3178422,2020-12-02,Singapore,Angel,1-10,442571881
9294,Startup_9294,SaaS,Series B,35582015,2022-09-28,India,VC,500+,348624249
9295,Startup_9295,AI,Series B,44138584,2023-03-16,Singapore,Private Equity,51-200,431604471
9296,Startup_9296,EdTech,Seed,47821680,2019-04-03,UK,VC,500+,367501305
9297,Startup_9297,EdTech,Seed,6585202,2019-04-03,UK,Corporate,51-200,349105583
9298,Startup_9298,EdTech,Series C,5363784,2019-05-11,USA,Private Equity,201-500,72223096
9299,Startup_9299,SaaS,Series C,39722807,2020-08-03,Singapore,Accelerator,51-200,262667781
9300,Startup_9300,E-commerce,Series A,11583361,2019-12-03,Singapore,VC,1-10,254423077
9301,Startup_9301,CleanTech,Pre-Seed,37821223,2021-08-24,Canada,Accelerator,11-50,272930643
9302,Startup_9302,AgriTech,Pre-Seed,12145217,2022-06-17,Australia,Accelerator,11-50,29778204
9303,Startup_9303,EdTech,Series C,34728935,2023-05-08,Canada,VC,201-500,102633495
9304,Startup_9304,FinTech,Seed,3467746,2021-12-09,Canada,VC,1-10,247488342
